ingresos_mensuales,deuda_activa,historial_pagos,antiguedad_laboral,creditos_activos,monto_solicitado,atrasos_previos,dependientes_economicos,utilizacion_credito,en_riesgo
5933.56,21773.89,19.2,6.3,0.0,,3.0,2.0,27.2,1
6695.25,11383.23,71.1,0.7,6.0,27554.82,6.0,3.0,74.0,0
9346.12,6331.43,64.7,0.8,3.0,18934.11,2.0,4.0,35.6,0
6182.52,15072.71,51.6,3.1,3.0,2245.64,3.0,0.0,75.5,1
7777.13,9537.75,40.2,4.8,2.0,38682.41,4.0,5.0,65.8,1
4766.88,22207.95,63.3,3.1,4.0,18214.63,1.0,0.0,70.1,0
8330.71,22068.19,73.6,2.9,5.0,26696.64,4.0,3.0,77.1,1
7702.34,13831.49,,2.1,5.0,15874.93,1.0,1.0,107.8,0
9270.61,35864.6,99.0,1.0,1.0,16237.17,7.0,5.0,28.2,1
8783.07,11380.97,78.5,,4.0,12532.13,2.0,3.0,75.7,0
8383.95,16925.12,60.6,2.0,5.0,36379.56,2.0,5.0,63.1,0
6185.06,23752.46,79.2,,2.0,39276.66,3.0,5.0,81.8,1
7283.81,26028.49,64.1,0.7,2.0,25311.21,2.0,1.0,55.1,0
9903.23,29498.19,64.0,5.1,4.0,,4.0,1.0,84.9,1
4413.36,21856.47,91.5,0.1,4.0,4683.16,5.0,0.0,15.8,0
4489.1,27458.21,43.2,3.4,1.0,,7.0,4.0,23.9,1
7080.58,12014.03,63.5,0.9,6.0,16881.32,7.0,0.0,36.1,0
7828.9,26262.74,89.2,10.9,3.0,11592.87,2.0,1.0,49.9,0
3862.86,26142.56,69.8,4.5,3.0,25351.16,4.0,5.0,53.3,1
6260.76,31615.98,54.9,3.5,1.0,20990.49,2.0,3.0,31.3,0
6199.2,2984.08,25.5,8.0,4.0,6783.35,6.0,2.0,24.3,1
-588.9,9835.35,13.1,5.1,6.0,8431.35,0.0,0.0,33.7,1
5797.3,25408.27,108.7,4.5,5.0,29038.52,7.0,5.0,4.1,1
5996.58,-5862.28,,11.5,3.0,17131.7,2.0,5.0,43.9,0
5987.06,22428.06,50.2,0.0,4.0,31123.1,5.0,0.0,50.4,1
11030.93,27538.24,70.7,16.1,1.0,26758.38,5.0,4.0,64.3,0
2609.45,12812.62,42.2,,0.0,37570.5,2.0,1.0,56.7,1
3861.21,14128.29,,9.9,4.0,15014.26,7.0,4.0,102.2,1
,,42.3,2.2,1.0,27792.61,2.0,1.0,74.7,1
4961.07,13306.08,31.9,2.6,0.0,32659.3,5.0,0.0,72.6,1
5233.94,13566.88,16.7,1.6,5.0,17485.39,7.0,4.0,62.2,1
4868.07,,27.9,2.6,3.0,,0.0,5.0,67.0,1
10044.57,11360.9,85.5,2.7,5.0,5004.67,7.0,4.0,45.8,0
9253.98,15560.96,41.3,0.3,6.0,15004.71,7.0,0.0,54.8,1
6749.14,15452.06,74.8,0.9,0.0,4555.75,3.0,2.0,105.8,1
5314.04,34867.19,84.0,0.2,5.0,16169.5,6.0,3.0,50.0,0
9783.81,14452.33,63.4,9.5,2.0,23144.99,0.0,4.0,,0
6436.77,21097.35,56.4,2.5,4.0,34978.01,1.0,4.0,71.5,0
3881.54,12808.05,65.9,2.3,0.0,23136.52,6.0,5.0,76.5,1
1008.0,12693.64,53.8,10.8,3.0,17855.52,7.0,3.0,56.3,0
5087.79,2660.67,89.5,3.6,4.0,6409.33,1.0,5.0,-0.6,0
,3857.7,104.3,23.2,3.0,10429.86,5.0,4.0,88.0,0
13784.92,7137.02,94.9,7.6,3.0,28722.47,0.0,1.0,58.4,0
6697.15,19653.27,15.7,0.8,0.0,35577.46,6.0,4.0,43.3,1
4050.86,27685.56,53.4,0.0,0.0,19969.34,7.0,0.0,85.3,1
2708.11,1920.02,63.1,0.9,4.0,39532.17,3.0,4.0,-4.7,1
8266.26,13058.31,73.2,9.0,2.0,13600.99,0.0,1.0,55.1,0
853.23,5697.98,25.0,5.5,4.0,20313.51,1.0,1.0,36.9,0
8261.1,15621.51,24.6,0.7,2.0,21326.25,4.0,3.0,93.8,1
9116.68,27681.93,91.7,17.3,0.0,43352.97,6.0,2.0,58.8,1
7896.09,,50.7,2.4,4.0,26603.91,4.0,3.0,27.8,0
5797.08,17572.35,30.3,1.3,0.0,3418.81,3.0,3.0,83.9,1
8307.81,31097.06,38.7,4.5,5.0,36419.85,4.0,3.0,-16.9,1
7047.0,,71.6,7.0,0.0,47151.13,7.0,3.0,66.2,1
4010.0,11159.17,44.9,1.8,6.0,22003.11,6.0,1.0,16.6,1
12421.32,19430.24,68.3,4.7,1.0,14235.01,1.0,4.0,39.1,0
5374.63,10552.06,41.5,4.9,6.0,35371.09,1.0,5.0,45.3,0
8982.41,21784.34,24.6,5.1,0.0,48571.18,2.0,3.0,77.5,1
-1239.57,22638.06,94.3,0.8,3.0,35184.78,2.0,3.0,113.7,0
10584.71,5695.56,71.8,1.8,2.0,5523.92,5.0,4.0,2.2,1
11200.04,19576.34,55.7,4.4,1.0,34056.18,7.0,0.0,64.5,1
6595.47,16941.84,51.5,1.7,3.0,29850.49,4.0,0.0,113.7,0
8288.07,22902.1,95.2,0.4,1.0,13544.44,7.0,3.0,36.0,1
8287.25,25482.12,76.0,,3.0,40465.81,3.0,2.0,34.2,0
4443.09,,88.2,10.6,2.0,30260.21,5.0,4.0,58.6,0
8250.79,15271.26,50.2,2.1,1.0,40779.5,5.0,5.0,75.2,1
3912.38,26399.97,64.1,1.9,5.0,12262.29,2.0,4.0,70.4,0
4551.98,10142.44,71.8,0.0,3.0,29785.33,5.0,1.0,42.0,1
10106.22,6115.3,50.9,0.5,5.0,14258.86,4.0,1.0,29.5,0
,-10757.58,60.9,2.2,5.0,27972.0,4.0,0.0,88.9,1
4239.6,17368.73,50.2,1.5,1.0,42726.71,2.0,0.0,30.3,0
4152.56,10606.08,71.8,4.3,2.0,7882.99,2.0,4.0,-1.7,0
,21579.79,,10.2,6.0,8571.99,6.0,4.0,11.3,1
8844.45,258.95,75.6,8.6,2.0,36465.7,4.0,1.0,35.9,0
3300.05,,69.8,2.9,0.0,24830.53,1.0,4.0,,1
7641.48,22232.43,58.5,1.0,3.0,39055.16,4.0,2.0,18.7,0
8889.91,8731.47,72.9,5.2,6.0,15312.58,4.0,5.0,94.6,0
6217.61,21683.31,55.0,1.2,1.0,25614.29,6.0,4.0,88.6,1
9732.2,12986.8,48.3,0.6,4.0,33257.55,6.0,1.0,58.3,1
5526.21,17704.73,,4.5,2.0,,5.0,2.0,-19.4,0
5815.66,23356.42,75.9,1.3,2.0,3535.03,0.0,1.0,18.8,0
3372.81,26575.17,51.8,0.1,3.0,58871.18,3.0,5.0,34.3,0
9754.97,18832.43,50.0,2.9,1.0,27547.89,1.0,3.0,100.5,0
4047.13,10673.91,59.0,8.8,2.0,8914.99,0.0,5.0,36.1,0
7619.27,13877.65,50.9,2.0,1.0,28770.4,7.0,3.0,30.4,0
,23732.6,96.6,2.7,5.0,30149.74,1.0,3.0,57.3,0
3131.09,8808.72,70.0,0.7,1.0,36927.08,1.0,1.0,12.5,0
4550.87,16397.4,63.3,0.4,5.0,,2.0,5.0,51.3,0
10925.19,14527.04,42.5,1.5,0.0,22433.87,3.0,4.0,29.6,1
7145.3,17069.74,79.3,1.2,2.0,4335.04,4.0,1.0,127.3,1
3270.72,8916.46,49.5,0.7,1.0,30536.36,2.0,5.0,26.3,0
7477.05,,48.6,9.0,3.0,5291.01,6.0,1.0,106.0,1
6032.44,22686.68,80.0,0.6,5.0,39582.94,1.0,0.0,20.1,0
17552.95,26677.18,,5.6,6.0,16206.9,7.0,4.0,,0
7412.4,1870.43,,1.3,5.0,32619.52,6.0,4.0,66.0,1
5282.0,21320.34,59.5,8.8,3.0,17125.97,4.0,3.0,56.0,1
11044.09,27748.65,65.8,2.5,3.0,19095.57,0.0,4.0,54.3,0
608.68,23363.2,55.5,2.7,6.0,15388.36,5.0,1.0,76.1,1
6801.82,14249.97,,12.6,6.0,33592.98,5.0,1.0,63.7,0
12882.17,,23.2,,5.0,17543.84,4.0,2.0,47.2,1
6128.16,18728.8,0.7,0.8,1.0,34222.39,2.0,1.0,33.1,0
953.44,20230.07,41.5,5.2,1.0,17857.72,3.0,1.0,47.4,1
5233.06,18862.27,69.2,0.4,1.0,22222.98,3.0,0.0,47.0,0
11154.46,16378.79,-7.9,4.3,1.0,25426.78,4.0,1.0,46.5,1
7703.42,8256.13,44.4,,6.0,,2.0,3.0,54.1,0
3815.66,21804.19,20.7,1.1,1.0,13909.55,3.0,2.0,12.5,1
4307.22,22237.69,57.7,1.4,5.0,33445.69,7.0,2.0,23.2,1
4708.96,19807.4,106.1,2.3,5.0,21743.93,3.0,5.0,75.3,1
7655.83,18998.94,58.2,6.5,3.0,31526.81,4.0,0.0,-11.0,0
10782.23,33113.25,60.6,4.3,2.0,24805.26,7.0,5.0,85.5,1
9867.75,12380.59,,3.4,1.0,,7.0,0.0,36.4,1
7959.24,29532.92,63.5,11.4,4.0,20063.9,4.0,3.0,98.7,1
2238.74,11393.78,58.3,3.9,4.0,15524.82,2.0,0.0,86.3,1
2250.62,27980.56,83.4,23.2,3.0,30122.3,0.0,2.0,42.8,0
8206.41,29100.31,73.4,0.1,3.0,19075.19,6.0,5.0,45.7,1
2194.49,15362.54,69.3,0.4,5.0,42505.44,4.0,0.0,96.6,1
5778.19,32948.67,59.9,5.8,5.0,25811.88,4.0,3.0,87.7,1
7473.28,22221.32,55.4,1.5,5.0,8516.42,7.0,2.0,79.2,1
2859.7,10104.55,83.2,3.2,1.0,17974.41,2.0,2.0,84.0,1
3222.36,14632.59,55.6,0.3,0.0,13008.35,0.0,3.0,21.5,0
6198.81,28194.86,90.1,1.1,3.0,37875.03,5.0,1.0,57.7,1
8111.68,26307.58,40.0,6.5,2.0,34282.49,7.0,4.0,30.4,1
9896.86,,94.5,0.9,2.0,24267.48,1.0,1.0,20.8,0
8442.57,16746.68,73.4,4.4,3.0,28480.88,7.0,2.0,56.6,0
6735.7,19831.71,,9.1,6.0,23947.85,4.0,2.0,40.4,1
4112.18,13431.56,74.2,5.6,5.0,35324.82,4.0,5.0,47.3,0
,39220.2,,2.9,4.0,31237.98,7.0,3.0,38.0,1
4865.19,20102.97,63.7,0.0,4.0,33399.71,2.0,5.0,16.9,0
7811.79,17443.69,52.3,7.9,2.0,22697.85,5.0,0.0,,1
7577.2,28717.66,60.1,0.4,3.0,17421.28,0.0,0.0,56.4,0
-219.69,14713.08,83.7,,3.0,32980.76,5.0,3.0,11.6,1
3985.83,,74.4,2.6,5.0,43616.08,0.0,5.0,57.1,0
,2990.41,38.2,3.8,6.0,38272.13,0.0,1.0,94.6,0
6753.49,13917.11,39.5,1.2,3.0,43979.9,3.0,1.0,78.8,1
1965.57,27441.63,69.0,16.8,5.0,26944.38,2.0,0.0,37.5,0
14038.63,32131.78,70.6,4.3,0.0,13360.11,6.0,5.0,38.1,0
6407.39,11040.34,48.2,7.3,2.0,-3836.9,7.0,0.0,25.2,1
7729.87,9991.61,98.0,16.2,6.0,41554.84,7.0,3.0,31.2,1
7778.48,23107.02,80.9,1.3,4.0,2656.68,4.0,2.0,33.5,0
5323.69,12392.69,49.2,4.2,3.0,43057.08,1.0,2.0,10.9,1
4171.76,15582.8,47.1,1.9,1.0,15548.38,5.0,4.0,39.6,1
13289.36,25887.65,58.0,4.8,5.0,48080.68,3.0,2.0,61.6,1
9710.26,13103.08,55.7,0.2,6.0,24152.78,4.0,0.0,40.4,1
9130.2,311.17,90.6,0.1,2.0,33670.85,4.0,3.0,58.1,0
8344.13,6290.24,84.7,3.0,5.0,53620.56,7.0,0.0,97.4,0
3289.38,18089.6,63.8,1.1,4.0,21038.23,3.0,5.0,103.4,1
,1229.19,77.9,1.6,2.0,20836.8,7.0,5.0,50.1,1
3801.98,15325.56,81.1,0.2,2.0,16661.93,4.0,5.0,76.6,1
7406.52,5471.13,64.3,6.6,3.0,12978.6,5.0,2.0,47.3,1
,32759.45,71.9,,2.0,21042.11,7.0,2.0,38.3,1
-30.75,37486.28,76.1,3.7,4.0,18341.91,6.0,3.0,20.7,1
7518.53,8476.23,73.7,4.9,1.0,9996.92,3.0,5.0,54.4,0
3910.88,20310.83,45.9,2.9,3.0,22474.23,1.0,4.0,82.4,1
134.66,9356.37,-9.8,2.8,5.0,30397.44,1.0,2.0,16.3,1
8229.95,15216.16,56.7,3.0,5.0,14249.14,2.0,4.0,44.0,0
13284.26,34231.22,47.5,1.2,1.0,23050.6,5.0,2.0,42.6,1
10946.59,13799.8,30.6,2.6,4.0,41878.05,6.0,4.0,58.9,1
5676.58,15425.66,77.9,1.8,2.0,7965.63,0.0,1.0,59.4,0
6528.3,9517.24,70.6,7.0,5.0,48180.01,3.0,2.0,67.0,1
9340.66,28315.7,33.5,5.0,2.0,16911.72,7.0,4.0,105.1,1
10090.81,-11369.4,57.7,3.3,4.0,27410.85,6.0,1.0,27.6,0
5400.69,14014.82,58.9,0.8,3.0,40349.96,7.0,3.0,26.1,0
6609.37,17587.03,67.0,3.7,1.0,44012.08,7.0,1.0,58.9,0
7461.97,12050.3,39.2,0.1,4.0,30637.85,0.0,2.0,92.7,0
8272.4,25771.91,33.2,3.5,4.0,16665.93,5.0,1.0,,1
6074.16,28818.25,74.4,1.4,4.0,15606.26,4.0,3.0,61.3,1
6115.73,5291.64,29.3,1.1,5.0,18101.29,3.0,4.0,46.4,1
10915.46,36841.38,,1.8,4.0,47671.08,6.0,5.0,75.9,1
10370.47,5190.67,55.8,1.1,5.0,20402.25,7.0,2.0,69.6,0
8027.71,29597.68,60.3,1.6,2.0,28883.53,3.0,1.0,,0
12001.15,19348.45,68.6,,3.0,12474.91,5.0,5.0,65.7,0
5263.37,13466.69,107.3,6.8,3.0,11123.87,3.0,2.0,33.6,0
,14315.7,27.8,1.0,4.0,25316.71,5.0,3.0,74.4,1
,17698.38,82.3,,0.0,21103.07,7.0,2.0,90.8,0
16967.28,19875.76,7.7,8.3,5.0,21979.53,6.0,5.0,54.8,1
2684.06,9718.61,93.7,5.6,3.0,7251.16,1.0,0.0,40.6,0
4294.1,15894.54,18.1,13.5,3.0,24118.15,6.0,0.0,47.9,1
7840.15,11063.94,,3.8,6.0,43591.24,4.0,2.0,74.1,0
,7064.55,54.4,23.2,3.0,14763.54,4.0,2.0,50.8,0
12740.44,,91.4,1.7,3.0,35769.22,0.0,4.0,18.4,0
4361.2,7650.23,86.9,3.1,3.0,-16572.36,3.0,2.0,78.7,1
9395.74,14218.61,53.4,13.2,6.0,15371.86,2.0,1.0,24.5,0
10219.88,21892.27,55.1,0.2,1.0,2075.31,0.0,0.0,63.9,0
8754.87,19086.39,44.6,0.7,1.0,39834.44,6.0,4.0,-0.3,1
3424.81,35769.1,80.3,0.1,0.0,35545.33,1.0,3.0,55.0,0
11004.83,-1894.08,53.7,16.6,5.0,12588.0,5.0,5.0,,1
10433.84,22224.07,45.0,4.5,0.0,28471.33,5.0,1.0,-3.1,1
8418.67,18057.78,74.8,0.1,4.0,39420.51,4.0,1.0,61.3,1
7153.91,25341.03,43.3,0.3,6.0,41286.3,6.0,1.0,21.2,1
7223.55,24448.19,55.8,2.5,4.0,20130.51,0.0,2.0,54.4,0
6248.05,16515.07,65.4,4.6,1.0,-1506.27,0.0,0.0,40.5,0
,19553.86,48.9,1.9,4.0,14217.52,6.0,0.0,10.5,1
6599.63,11303.38,52.2,,3.0,34193.74,1.0,4.0,22.7,0
3784.72,23523.12,96.8,4.4,0.0,50186.73,2.0,4.0,25.0,0
3144.51,1090.12,58.5,8.5,1.0,24348.1,5.0,3.0,79.5,1
4093.48,,55.1,3.0,5.0,17718.14,4.0,2.0,75.4,1
,,59.1,0.3,3.0,53792.34,1.0,2.0,113.4,0
6413.74,13616.44,73.0,0.7,3.0,29868.79,1.0,3.0,37.7,0
7189.1,15907.2,40.3,2.0,5.0,10266.78,6.0,1.0,36.8,1
8102.6,16567.23,72.4,3.8,3.0,23573.11,4.0,4.0,55.8,0
4492.57,29675.73,,5.2,6.0,36999.13,7.0,0.0,42.1,1
11190.11,47101.44,23.6,10.6,0.0,24155.51,4.0,4.0,35.7,1
5643.33,28978.84,102.5,,2.0,34532.33,5.0,4.0,53.5,1
5113.03,12912.07,95.1,1.4,1.0,5739.91,2.0,3.0,71.7,0
8043.64,23668.04,45.4,11.3,2.0,7789.91,0.0,1.0,-7.1,0
623.17,24059.96,38.3,12.9,6.0,16181.73,4.0,5.0,36.0,1
3970.29,9673.55,68.0,0.5,2.0,21613.68,5.0,4.0,12.7,0
9639.43,6652.81,31.6,6.6,2.0,,3.0,5.0,47.7,1
940.25,17430.47,93.0,0.9,0.0,32641.12,6.0,0.0,64.1,1
10076.24,25269.37,52.7,,2.0,54593.37,5.0,3.0,83.3,0
11335.64,3493.73,,2.7,1.0,16137.32,4.0,0.0,39.9,0
5317.74,11511.92,44.9,2.2,1.0,21232.13,4.0,0.0,55.0,1
7433.8,23153.87,60.5,1.3,0.0,16472.14,1.0,0.0,4.9,0
10081.08,18375.51,90.9,3.7,4.0,37952.66,7.0,4.0,27.9,0
5006.27,30746.46,55.9,,4.0,38607.4,0.0,4.0,57.8,0
9276.88,5297.69,69.0,3.2,5.0,,0.0,5.0,13.9,0
4352.32,39169.48,87.0,8.6,0.0,49788.95,6.0,3.0,86.6,1
4971.67,4158.07,50.8,0.7,6.0,16493.21,0.0,3.0,66.7,0
3942.12,-262.47,35.2,1.6,3.0,37359.01,4.0,1.0,26.7,1
7596.47,17469.78,30.9,3.0,3.0,42454.27,1.0,4.0,10.5,1
10205.5,7789.87,75.8,,6.0,8661.04,5.0,5.0,31.9,1
5910.84,17651.2,71.6,1.3,1.0,31931.59,0.0,2.0,26.8,0
2432.0,17336.46,,2.5,3.0,-7700.55,2.0,4.0,17.9,0
3035.34,16238.03,57.0,6.8,0.0,34890.55,4.0,3.0,12.6,0
7762.72,10418.3,31.5,43.5,3.0,11780.73,3.0,3.0,45.5,1
12401.17,21893.91,11.2,0.1,1.0,31809.64,1.0,4.0,72.5,0
7759.92,15143.97,126.1,15.7,1.0,34059.86,0.0,1.0,32.1,0
5261.93,27932.98,74.6,1.6,4.0,38441.66,0.0,5.0,64.5,0
,16376.65,66.0,3.2,0.0,35682.58,1.0,5.0,42.8,0
5733.6,,69.1,5.7,6.0,25670.74,2.0,0.0,69.1,0
5289.49,2810.61,31.5,7.3,1.0,20434.28,0.0,3.0,30.0,0
3432.93,16451.02,45.5,30.6,0.0,24107.33,4.0,0.0,59.9,1
11007.04,6577.16,101.4,14.5,3.0,11607.98,7.0,2.0,55.4,1
-1625.47,5850.34,77.5,0.8,2.0,22459.74,5.0,2.0,90.1,1
9053.15,22747.12,46.2,0.9,4.0,21511.65,2.0,3.0,67.6,0
,2000.97,36.0,4.6,4.0,15541.38,3.0,2.0,59.2,1
5186.91,30709.74,51.7,1.0,4.0,4105.68,6.0,2.0,10.8,1
11915.41,19437.45,,6.8,4.0,9676.77,7.0,4.0,37.3,1
4214.78,17605.42,,15.8,5.0,-12801.34,4.0,4.0,29.6,0
4323.78,8687.11,58.9,1.1,4.0,21305.45,1.0,0.0,29.0,0
6082.74,24879.35,36.8,0.7,0.0,29325.98,6.0,2.0,52.4,1
7824.31,17973.86,61.7,2.3,3.0,-7190.79,4.0,4.0,58.7,0
5086.06,11825.13,68.8,5.6,4.0,27840.58,0.0,0.0,,0
1463.65,19798.42,34.8,16.5,1.0,23530.31,2.0,3.0,87.3,1
3729.77,2854.93,71.8,1.2,6.0,10878.93,4.0,2.0,65.5,0
10600.27,3282.06,89.6,,3.0,19825.54,6.0,4.0,17.6,0
6739.29,7918.33,66.1,10.3,2.0,37609.65,6.0,4.0,57.7,0
7943.48,21145.75,45.5,5.5,2.0,13309.73,1.0,3.0,68.4,0
5663.45,,51.4,8.9,4.0,25946.21,5.0,2.0,87.3,0
4389.61,27440.81,26.5,4.6,4.0,29159.15,7.0,4.0,47.7,1
11868.22,9720.09,,0.6,1.0,15133.51,6.0,2.0,48.0,0
5897.79,23172.01,69.8,5.4,1.0,37099.25,5.0,2.0,82.2,1
5081.22,16975.17,43.3,1.0,0.0,29846.09,6.0,2.0,57.0,1
10007.66,9512.59,105.7,14.5,3.0,21977.07,4.0,2.0,7.2,0
,21467.77,80.4,4.1,6.0,53358.89,4.0,3.0,1.2,0
4596.87,17405.89,23.6,1.0,6.0,37150.94,4.0,3.0,103.5,1
,12337.93,24.0,7.2,3.0,4766.07,7.0,5.0,4.0,1
6500.86,18377.99,41.4,7.2,3.0,20330.11,2.0,2.0,47.3,0
7330.76,16834.23,97.6,7.3,3.0,54599.71,6.0,4.0,76.7,1
13193.34,16616.81,82.6,5.4,1.0,13213.82,0.0,1.0,2.6,0
7575.99,14286.66,98.7,7.6,2.0,25796.01,3.0,5.0,21.7,1
-1109.77,6255.46,63.2,8.7,6.0,39771.92,7.0,5.0,17.1,0
7544.16,18672.89,58.4,7.7,4.0,32827.86,1.0,3.0,102.4,0
6621.22,10775.57,35.6,8.9,1.0,34557.63,6.0,4.0,108.5,1
6639.04,8817.04,70.7,0.4,0.0,33851.1,4.0,3.0,31.4,0
7287.03,15833.7,58.7,0.5,5.0,25304.71,1.0,1.0,68.2,0
6408.23,24606.24,57.8,11.5,6.0,15492.23,0.0,5.0,60.6,0
6331.64,19670.52,98.6,7.1,0.0,-2168.16,0.0,4.0,44.1,0
8461.74,13219.72,60.2,7.2,2.0,20166.68,3.0,2.0,6.5,1
4765.34,12857.89,92.3,2.9,5.0,19223.79,2.0,1.0,116.6,0
3467.4,23722.32,28.1,0.7,1.0,42789.66,7.0,4.0,1.2,1
16176.1,-3570.62,122.1,10.1,1.0,20428.05,6.0,2.0,57.9,0
4209.26,25176.28,54.8,,2.0,45473.56,1.0,4.0,33.9,0
6820.46,1133.86,78.6,9.8,2.0,28081.2,4.0,1.0,80.2,0
1713.89,5261.33,82.1,11.2,3.0,23090.23,6.0,3.0,75.7,0
6872.7,13371.61,52.1,2.6,6.0,,5.0,0.0,24.6,0
3513.68,37531.12,81.0,17.6,6.0,50438.27,0.0,4.0,29.9,0
5084.09,33096.77,82.2,1.6,4.0,24928.37,0.0,2.0,8.6,0
9844.21,24358.39,47.3,2.6,0.0,-2249.36,4.0,1.0,57.5,1
8010.43,21208.88,47.6,7.5,1.0,36852.71,7.0,3.0,71.9,1
8318.91,1239.51,64.0,5.3,1.0,24397.7,0.0,3.0,39.6,0
832.14,19410.82,60.5,0.9,0.0,13824.09,1.0,1.0,45.1,0
12378.06,13057.01,93.6,0.8,2.0,36174.2,1.0,5.0,105.4,0
2685.98,10649.98,78.5,7.5,0.0,-5584.79,2.0,0.0,78.2,1
11391.39,19393.23,61.5,2.9,4.0,16430.86,7.0,1.0,89.7,1
9768.94,13760.01,76.3,3.7,1.0,21407.17,7.0,1.0,-10.8,0
8347.46,25823.7,18.0,0.4,5.0,35226.26,2.0,5.0,,0
3764.05,576.41,49.5,15.2,3.0,51883.02,5.0,1.0,59.0,1
6985.09,18675.1,69.3,0.4,6.0,22062.77,0.0,1.0,16.9,0
4993.05,10088.12,87.5,0.9,3.0,30519.33,4.0,3.0,22.8,0
6592.93,,67.4,0.5,1.0,57980.66,5.0,1.0,45.9,0
5700.41,20741.64,95.1,0.9,6.0,25056.84,6.0,1.0,14.4,1
,7944.23,82.1,0.7,2.0,30618.39,6.0,1.0,29.6,0
10089.71,19478.09,52.3,1.2,5.0,,0.0,3.0,39.1,0
6240.46,16088.96,59.9,5.1,5.0,48510.01,3.0,4.0,68.1,1
4948.64,12054.72,72.0,1.8,6.0,16444.28,0.0,2.0,,0
4706.95,13764.85,53.1,2.3,4.0,28222.86,0.0,5.0,39.5,0
7647.07,16609.03,96.7,0.2,3.0,27882.83,1.0,1.0,80.7,0
,11089.47,38.6,5.2,2.0,26024.06,7.0,5.0,2.6,1
,18063.85,70.0,12.1,3.0,19788.24,2.0,4.0,58.4,0
7802.82,15496.41,79.2,7.1,5.0,27895.91,5.0,0.0,62.9,1
8161.13,12498.46,56.1,,3.0,46088.17,5.0,4.0,127.8,0
5861.18,32308.58,51.1,4.5,0.0,52371.21,6.0,5.0,38.0,1
2826.71,21737.16,61.3,6.9,2.0,22898.29,4.0,4.0,22.2,1
6784.59,14555.59,80.9,6.3,6.0,19606.44,7.0,1.0,94.5,0
1813.5,19312.74,,8.3,1.0,15294.83,3.0,2.0,28.0,0
3212.86,8758.62,39.5,0.3,3.0,57233.63,6.0,5.0,20.7,1
4097.77,14069.06,88.3,,5.0,26546.02,6.0,1.0,52.6,0
9200.61,15119.3,,3.2,2.0,38380.51,4.0,2.0,31.3,0
5339.64,6778.85,85.2,1.2,4.0,33359.93,2.0,3.0,81.4,0
5066.83,21486.19,79.7,7.4,5.0,,1.0,4.0,44.6,0
12755.02,13449.49,111.0,4.8,2.0,22027.6,0.0,5.0,85.1,0
,14800.8,87.5,23.5,6.0,11715.18,3.0,4.0,,0
7584.78,12881.52,47.1,,3.0,47313.42,3.0,2.0,41.1,1
5316.96,44631.82,73.3,16.8,2.0,35839.68,1.0,2.0,83.2,1
4591.61,12036.46,50.7,2.1,1.0,30475.4,6.0,3.0,33.8,1
-496.5,-618.09,53.0,0.3,1.0,43422.31,1.0,0.0,,0
9599.97,3600.61,,10.9,3.0,31159.97,3.0,2.0,66.8,1
7934.59,24833.72,56.7,,1.0,43838.81,3.0,2.0,58.3,0
,30028.07,75.0,15.3,2.0,27959.1,7.0,5.0,33.1,0
6060.87,,61.5,3.8,4.0,35823.39,0.0,5.0,9.0,0
8855.66,,38.8,6.0,6.0,31316.7,6.0,1.0,51.5,1
1524.93,24674.31,29.5,0.2,4.0,21096.6,5.0,3.0,31.6,1
4612.38,16294.68,109.5,19.2,3.0,22535.31,6.0,2.0,52.8,0
2863.83,15655.98,,0.4,4.0,20285.65,6.0,4.0,40.2,0
12168.83,19627.83,44.9,,2.0,28185.85,6.0,2.0,31.9,1
,25897.1,73.2,0.6,1.0,19530.37,3.0,3.0,44.5,1
-548.62,21575.65,111.2,18.6,5.0,30230.79,4.0,4.0,49.9,0
1655.96,11908.73,76.7,,0.0,29822.82,2.0,4.0,71.5,0
6076.49,16432.14,1.7,0.6,6.0,27461.85,7.0,4.0,63.8,1
4988.19,,121.4,0.7,3.0,27670.22,1.0,1.0,110.6,0
2261.98,20260.92,22.3,,5.0,18206.1,4.0,4.0,56.0,1
12723.24,25823.93,58.5,13.4,0.0,21616.28,1.0,1.0,33.2,0
7500.13,22858.96,38.1,1.4,3.0,4952.69,2.0,4.0,47.3,1
8019.41,20460.22,46.7,4.5,2.0,23561.57,7.0,5.0,67.9,1
,18978.29,69.3,4.8,2.0,13170.27,1.0,2.0,80.1,0
8811.28,26076.52,17.4,0.1,3.0,26198.23,7.0,5.0,89.6,1
5282.62,24467.78,61.0,0.9,4.0,16426.13,6.0,0.0,,0
5593.3,20375.04,88.2,4.1,6.0,391.93,2.0,2.0,87.9,0
8455.21,11756.14,,1.4,5.0,,2.0,5.0,50.7,1
1287.21,21470.03,32.4,1.2,1.0,22222.85,0.0,4.0,26.0,1
11610.49,17396.93,59.9,0.2,6.0,42364.69,6.0,1.0,46.3,0
7083.65,15225.7,55.6,1.6,3.0,,5.0,3.0,85.9,1
10599.02,42108.98,49.9,2.2,3.0,45377.4,7.0,0.0,64.8,1
3058.66,,36.9,0.2,0.0,11179.63,2.0,4.0,18.1,1
3545.87,26626.62,74.4,4.2,4.0,27112.38,3.0,0.0,18.3,1
2781.92,10235.96,76.1,3.0,6.0,11892.53,5.0,3.0,17.5,1
7300.95,19180.76,,0.7,2.0,56208.92,2.0,2.0,,0
6711.15,41117.29,42.6,5.1,6.0,22008.86,2.0,3.0,54.2,1
